id,title,url,is_paid,price,is_practice_test_course,headline,language,name_from_site,rating,category,what_u_learn,description,concat_text
2223252,"Build a Quiz App with HTML, CSS, and JavaScript",/course/build-a-quiz-app-with-html-css-and-javascript/,False,Free,False,"Improve your core development skills by building a Quiz App with HTML, CSS, and JavaScript",English,"Build a Quiz App with HTML, CSS, and JavaScript",4.6,"Development,Web Development,Web Development","ES6 JavaScript features like arrow functions, the spread operator, const and let, and template literal string
how to use the Fetch API to load trivia questions from an API
how to store high scores in Local Storage
how to use Flexbox, Animations, and REM units in CSS
how to create a progress bar from scratch
how to create a spinning loader icon from scratch",,"Build a Quiz App with HTML, CSS, and JavaScript. 
 Improve your core development skills by building a Quiz App with HTML, CSS, and JavaScript. 
 Development,Web Development,Web Development. 
 ES6 JavaScript features like arrow functions, the spread operator, const and let, and template literal string
how to use the Fetch API to load trivia questions from an API
how to store high scores in Local Storage
how to use Flexbox, Animations, and REM units in CSS
how to create a progress bar from scratch
how to create a spinning loader icon from scratch. 
 "
1106668,Microsoft Excel - Improve your skills quickly,/course/microsoft-excel-improve-your-skills-quickly/,False,Free,False,"Pivot Tables, Charts, Sparklines, functions, formulas and more - in just a couple of hours",English,Microsoft Excel - Improve your skills quickly,4.4,"Office Productivity,Microsoft,Excel","Create Tables, PivotTables, PivotCharts and Sparklines
Add Conditional Formatting, Filters - and even use a bit of Visual Basic for Applications
Use SUM, SUMIF, VLOOKUP, OFFSET and INDIRECT functions
Find out what you need to know about Excel to continue your learning.",,"Microsoft Excel - Improve your skills quickly. 
 Pivot Tables, Charts, Sparklines, functions, formulas and more - in just a couple of hours. 
 Office Productivity,Microsoft,Excel. 
 Create Tables, PivotTables, PivotCharts and Sparklines
Add Conditional Formatting, Filters - and even use a bit of Visual Basic for Applications
Use SUM, SUMIF, VLOOKUP, OFFSET and INDIRECT functions
Find out what you need to know about Excel to continue your learning.. 
 "
2843938,Python OOP : Object Oriented Programming in Python,/course/object-oriented-python-programming/,False,Free,False,Python Object Oriented programming OOP advanced / Scripting for projects / automation / interview questions / beginners,English,Python OOP : Object Oriented Programming in Python,4.6,"Development,Programming Languages,Python","Good understanding of Object Oriented features of Python
Object Oriented Python features implementation
Writing Classes and Creation of Objects
Inheritance and Polymorphism with examples
Data hiding, Class variables, Class Methods, Static Methods
Property, MRO, super() with examples",,"Python OOP : Object Oriented Programming in Python. 
 Python Object Oriented programming OOP advanced / Scripting for projects / automation / interview questions / beginners. 
 Development,Programming Languages,Python. 
 Good understanding of Object Oriented features of Python
Object Oriented Python features implementation
Writing Classes and Creation of Objects
Inheritance and Polymorphism with examples
Data hiding, Class variables, Class Methods, Static Methods
Property, MRO, super() with examples. 
 "
5289502,Basics of C# and Unity for Complete Beginners - Part 1,/course/free-part1-alexdev/,False,Free,False,Learn How to Make a Simple 2D Game in Unity,English,Basics of C# and Unity for Complete Beginners - Part 1,4.8,"Development,Game Development,C# (programming language)","You will learn basics of game development
You will learn how to code in C# and how to use Unity
You will learn to make simple time-killer
You will learn how easy it is to make video games",,"Basics of C# and Unity for Complete Beginners - Part 1. 
 Learn How to Make a Simple 2D Game in Unity. 
 Development,Game Development,C# (programming language). 
 You will learn basics of game development
You will learn how to code in C# and how to use Unity
You will learn to make simple time-killer
You will learn how easy it is to make video games. 
 "
2222856,React JS Frontend Web Development for Beginners,/course/react-tutorial/,False,Free,False,Learn React JS along with Modern JavaScript from absolute scratch. This course is a getting started guide for beginners.,English,React JS Frontend Web Development for Beginners,4.3,"Development,Web Development,React JS","Learn Modern JavaScript
Learn React JS
Learn React Hooks
Learn to work with external API
Learn to make AJAX requests
Build a News App",,"React JS Frontend Web Development for Beginners. 
 Learn React JS along with Modern JavaScript from absolute scratch. This course is a getting started guide for beginners.. 
 Development,Web Development,React JS. 
 Learn Modern JavaScript
Learn React JS
Learn React Hooks
Learn to work with external API
Learn to make AJAX requests
Build a News App. 
 "
2968824,Artificial Neural Network for Regression,/course/linear-regression-with-artificial-neural-network/,False,Free,False,Build an ANN Regression model to predict the electrical energy output of a Combined Cycle Power Plant,English,Artificial Neural Network for Regression,4.6,"Development,Data Science,Neural Networks","How to implement an Artificial Neural Network in Python
How to do Regression
How to use Google Colab",,"Artificial Neural Network for Regression. 
 Build an ANN Regression model to predict the electrical energy output of a Combined Cycle Power Plant. 
 Development,Data Science,Neural Networks. 
 How to implement an Artificial Neural Network in Python
How to do Regression
How to use Google Colab. 
 "
2222850,Node JS API Development for Beginners,/course/node-js-api-tutorial/,False,Free,False,Learn Node JS API Development from absolute scratch. This course is for complete beginners getting started guide!,English,Node JS API Development for Beginners,4.5,"Development,Web Development,Node.Js","Learn Node JS Fundamentals
Learn Modern JavaScript",,"Node JS API Development for Beginners. 
 Learn Node JS API Development from absolute scratch. This course is for complete beginners getting started guide!. 
 Development,Web Development,Node.Js. 
 Learn Node JS Fundamentals
Learn Modern JavaScript. 
 "
1948098,Docker Essentials,/course/docker-essentials/,False,Free,False,"Learn Hands-on Containerization and Orchestration with Docker Ecosystem (Docker, Compose and Swarm)",English,Docker Essentials,4.5,"IT & Software,Network & Security,Docker","In-depth understanding of containers and Docker.
Use Docker on Development and/or Production Environment with help of in-depth labs.
Get clarity of concepts and will be able to avoid common misconceptions regarding containers with hand-crafted quizzes.
Use Docker CLI efficiently
Create custom Docker images using Dockerfiles
Manage your own Docker hub repository along with images
Work with Docker Networks and Storage provisions
Create and Run Multi-container applications using Docker Compose
Manage Docker Swarm Clusters",,"Docker Essentials. 
 Learn Hands-on Containerization and Orchestration with Docker Ecosystem (Docker, Compose and Swarm). 
 IT & Software,Network & Security,Docker. 
 In-depth understanding of containers and Docker.
Use Docker on Development and/or Production Environment with help of in-depth labs.
Get clarity of concepts and will be able to avoid common misconceptions regarding containers with hand-crafted quizzes.
Use Docker CLI efficiently
Create custom Docker images using Dockerfiles
Manage your own Docker hub repository along with images
Work with Docker Networks and Storage provisions
Create and Run Multi-container applications using Docker Compose
Manage Docker Swarm Clusters. 
 "
3550828,Ethical hacking with Hak5 devices,/course/ethical-hacking-with-hak5-devices/,False,Free,False,"Learn about the USB Rubber Ducky, the O.MG cable and more",English,Ethical hacking with Hak5 devices,4.7,"IT & Software,Network & Security,Ethical Hacking","Why physical security is so important
Why you should never plug in unknown devices into your computer
Hak5 Rubber Ducky
Hak5 O. MG cable
Hak5 Bashbunny",,"Ethical hacking with Hak5 devices. 
 Learn about the USB Rubber Ducky, the O.MG cable and more. 
 IT & Software,Network & Security,Ethical Hacking. 
 Why physical security is so important
Why you should never plug in unknown devices into your computer
Hak5 Rubber Ducky
Hak5 O. MG cable
Hak5 Bashbunny. 
 "
5452282,Data Science for Beginners: Your Step-by-Step Guide To Start,/course/data-science-course-for-beginners/,False,Free,False,Mastering Excel & MySQL with Board Infinity: For Aspiring Data Scientists: Diving Deep into Spreadsheets & Databases,English,Data Science for Beginners: Your Step-by-Step Guide To Start,4.1,"Development,Data Science,Data Science","Acquire a comprehensive understanding of the data science landscape, including key roles, industries, and opportunities for career advancement.
Master the core functionalities of Excel for business analytics, from basic worksheet operations to advanced formatting techniques.
Set up and navigate MySQL proficiently, laying the groundwork for effective database management and SQL operations.
Delve deep into SQL fundamentals, mastering data types and essential commands to ensure efficient database creation and management.",,"Data Science for Beginners: Your Step-by-Step Guide To Start. 
 Mastering Excel & MySQL with Board Infinity: For Aspiring Data Scientists: Diving Deep into Spreadsheets & Databases. 
 Development,Data Science,Data Science. 
 Acquire a comprehensive understanding of the data science landscape, including key roles, industries, and opportunities for career advancement.
Master the core functionalities of Excel for business analytics, from basic worksheet operations to advanced formatting techniques.
Set up and navigate MySQL proficiently, laying the groundwork for effective database management and SQL operations.
Delve deep into SQL fundamentals, mastering data types and essential commands to ensure efficient database creation and management.. 
 "
1895894,Ethical Hacking - SQL Injection Attack,/course/sql-injection-ethical-hacking/,False,Free,False,Learn Website hacking using SQL Injection Attack - Database Penetration testing,English,Ethical Hacking - SQL Injection Attack,4.6,"IT & Software,Network & Security,Ethical Hacking","Students will be able to learn basics of sql injection attacks
Students will be able to use kali linux database Penetration testing tools
Students will be able to perform sql injection attacks .",,"Ethical Hacking - SQL Injection Attack. 
 Learn Website hacking using SQL Injection Attack - Database Penetration testing. 
 IT & Software,Network & Security,Ethical Hacking. 
 Students will be able to learn basics of sql injection attacks
Students will be able to use kali linux database Penetration testing tools
Students will be able to perform sql injection attacks .. 
 "
1675864,Intro to Linux Shell Scripting (Free course),/course/linux-shell-scripting-free/,False,Free,False,Get up to speed with Linux shell scripting quickly,English,Intro to Linux Shell Scripting (Free course),4.6,"Development,Programming Languages,Shell Scripting",After you complete this course you will understand the basics of writing a shell script.,,"Intro to Linux Shell Scripting (Free course). 
 Get up to speed with Linux shell scripting quickly. 
 Development,Programming Languages,Shell Scripting. 
 After you complete this course you will understand the basics of writing a shell script.. 
 "
311538,Foundations of Front-End Web Development,/course/foundations-of-front-end-development/,False,Free,False,Learn the skills to quickly start a career in Front-End Development today!,English,Foundations of Front-End Web Development,4.5,"Development,Web Development,Front End Web Development","By the end of the course, you'll have all the tools and practical knowledge necessary to build visually rich Single page Web applications, try your luck with job interviews and kickstart your career as a Front End Developer!
After completion you'll have touched upon the comprehensive curriculum of a Junior Front End Developer. Try your luck, applying for jobs, getting feedbacks and improving on the solid foundations built during this course!
With the solid foundations acquired in this course, it will be much way easier to approach web articles and resources on Front End Development, armed with the necessary background and lingo to make the most out of them, learn effectively and quickly.
With the basics knowledge out of the way, the world is your oyster! Expand on the foundational knowledge acquired and specialize in further niches (AngularJs, EmberJs, Gaming, Full Stack Development).",,"Foundations of Front-End Web Development. 
 Learn the skills to quickly start a career in Front-End Development today!. 
 Development,Web Development,Front End Web Development. 
 By the end of the course, you'll have all the tools and practical knowledge necessary to build visually rich Single page Web applications, try your luck with job interviews and kickstart your career as a Front End Developer!
After completion you'll have touched upon the comprehensive curriculum of a Junior Front End Developer. Try your luck, applying for jobs, getting feedbacks and improving on the solid foundations built during this course!
With the solid foundations acquired in this course, it will be much way easier to approach web articles and resources on Front End Development, armed with the necessary background and lingo to make the most out of them, learn effectively and quickly.
With the basics knowledge out of the way, the world is your oyster! Expand on the foundational knowledge acquired and specialize in further niches (AngularJs, EmberJs, Gaming, Full Stack Development).. 
 "
2222664,Learn Java Programming,/course/learn-java-programming-a/,False,Free,False,Java for Testers and Developers,English,Learn Java Programming,4.6,"IT & Software,Other IT & Software,Java","You will learn how to write a complete Java program that takes user input, processes and outputs the results
You will learn OOPS concepts in Java
You will able to use Java for Selenium in testing and development",,"Learn Java Programming. 
 Java for Testers and Developers. 
 IT & Software,Other IT & Software,Java. 
 You will learn how to write a complete Java program that takes user input, processes and outputs the results
You will learn OOPS concepts in Java
You will able to use Java for Selenium in testing and development. 
 "
702210,Python from Beginner to Intermediate in 30 min.,/course/python-from-beginner-to-expert-starter-free/,False,Free,False,Complete Python Programming in 30 min - Get ready for Advanced Concepts.,English,Python from Beginner to Intermediate in 30 min.,4.3,"Development,Programming Languages,Python","Efficiently Program in Python
Understand Basic Python Programming Language
Will get ready to learn advanced python programming concepts",,"Python from Beginner to Intermediate in 30 min.. 
 Complete Python Programming in 30 min - Get ready for Advanced Concepts.. 
 Development,Programming Languages,Python. 
 Efficiently Program in Python
Understand Basic Python Programming Language
Will get ready to learn advanced python programming concepts. 
 "
980984,Python for Absolute Beginners!,/course/free-python/,False,Free,False,Get started coding with one of the most beginner friendly programming languages!,English,Python for Absolute Beginners!,4.5,"Development,Programming Languages,Python","Install Python on Windows, Mac, and Linux
Run scripts in the interpreter
Setup an IDE
Understand programming basics
Write functions & arguments
Develop a calculator application",,"Python for Absolute Beginners!. 
 Get started coding with one of the most beginner friendly programming languages!. 
 Development,Programming Languages,Python. 
 Install Python on Windows, Mac, and Linux
Run scripts in the interpreter
Setup an IDE
Understand programming basics
Write functions & arguments
Develop a calculator application. 
 "
3644138,Python for Beginners (2023),/course/python-for-complete-beginners-1/,False,Free,False,A beginner Python course covering all of the basics you need to know,English,Python for Beginners (2023),4.4,"Development,Programming Languages,Python","Python Basics from Scratch
Variables and Data Types in Python
Input/Output in Python
Working with Strings in Python
Working with Numbers in Python (Arithmetic, Functions, etc.)
Conditional Statements in Python
Loops (While, For) in Python
Lists in Python
Tupes in Python
Functions in Python",,"Python for Beginners (2023). 
 A beginner Python course covering all of the basics you need to know. 
 Development,Programming Languages,Python. 
 Python Basics from Scratch
Variables and Data Types in Python
Input/Output in Python
Working with Strings in Python
Working with Numbers in Python (Arithmetic, Functions, etc.)
Conditional Statements in Python
Loops (While, For) in Python
Lists in Python
Tupes in Python
Functions in Python. 
 "
5390470,Generative AI: ChatGPT & Game-Changing AI Application- 2023,/course/chatgpt-generative-ai-model2023/,False,Free,False,"Generate Text, Images, Audio & Video: ChatGPT, Stable Diffusion, DALL-E 2, Midjourney, GPT-4, AutoGPT Unleashed in 2023!",English,Generative AI: ChatGPT & Game-Changing AI Application- 2023,4.5,"Office Productivity,Other Office Productivity,Generative AI","Master key generative AI models, including ChatGPT, Stable Diffusion, DALL-E 2, Midjourney, GPT-4, and AutoGPT, to create diverse AI-generated content
Develop advanced prompt engineering techniques and strategies for optimizing results across various domains such as coding, education, law, sports, and media
Understand and address the ethical considerations and biases in generative AI, ensuring responsible AI development and deployment
Apply AI-driven solutions to real-world challenges, boosting productivity and creativity in multiple industries through AI-powered tutoring, content generation",,"Generative AI: ChatGPT & Game-Changing AI Application- 2023. 
 Generate Text, Images, Audio & Video: ChatGPT, Stable Diffusion, DALL-E 2, Midjourney, GPT-4, AutoGPT Unleashed in 2023!. 
 Office Productivity,Other Office Productivity,Generative AI. 
 Master key generative AI models, including ChatGPT, Stable Diffusion, DALL-E 2, Midjourney, GPT-4, and AutoGPT, to create diverse AI-generated content
Develop advanced prompt engineering techniques and strategies for optimizing results across various domains such as coding, education, law, sports, and media
Understand and address the ethical considerations and biases in generative AI, ensuring responsible AI development and deployment
Apply AI-driven solutions to real-world challenges, boosting productivity and creativity in multiple industries through AI-powered tutoring, content generation. 
 "
5439104,ChatGPT Prompt Engineering ( Free Course ),/course/chatgpt-prompt-engineering-free-course/,False,Free,False,Craft Captivating AI prompts: Free Prompt Engineering Course with Real-Life examples!,English,ChatGPT Prompt Engineering ( Free Course ),4.2,"Development,Data Science,Prompt Engineering","Important terms for Prompt Engineering
What is Prompt Engineering?
What is Prompt and types?
Limitations of Large Language Models
Elements of Prompt Engineering
Important Secret Expose in this course
LLM Models Concepts & Terms",,"ChatGPT Prompt Engineering ( Free Course ). 
 Craft Captivating AI prompts: Free Prompt Engineering Course with Real-Life examples!. 
 Development,Data Science,Prompt Engineering. 
 Important terms for Prompt Engineering
What is Prompt Engineering?
What is Prompt and types?
Limitations of Large Language Models
Elements of Prompt Engineering
Important Secret Expose in this course
LLM Models Concepts & Terms. 
 "
3231569,Python for linear algebra (for absolute beginners),/course/test-the-pyla-waters/,False,Free,False,Dip your feet into the amazing world of using Python code to understand vectors and matrices.,English,Python for linear algebra (for absolute beginners),4.8,"Development,Data Science,Linear Algebra","Introduction to Python (no previous experience necessary!)
How to use Python online (no installation necessary!)
The basics of linear algebra
How to use Python to learn mathematics",,"Python for linear algebra (for absolute beginners). 
 Dip your feet into the amazing world of using Python code to understand vectors and matrices.. 
 Development,Data Science,Linear Algebra. 
 Introduction to Python (no previous experience necessary!)
How to use Python online (no installation necessary!)
The basics of linear algebra
How to use Python to learn mathematics. 
 "
926630,Excel Dashboards in an Hour,/course/excel-dashboards-in-an-hour/,False,Free,False,"Learn how to create interactive Excel Dashboards in one hour. No special add-ins or tools required, just Excel.",English,Excel Dashboards in an Hour,4.7,"Office Productivity,Microsoft,Excel Dashboard","Create Interactive Excel Dashboards that will wow your boss and colleagues.
Be able to build Dashboards that are quick and easy to update, in fact they can update themselves (imagine being able to confidently say that in an interview), at the click of a button if you set them up right (I show you how).
Know which chart to choose for your data.",,"Excel Dashboards in an Hour. 
 Learn how to create interactive Excel Dashboards in one hour. No special add-ins or tools required, just Excel.. 
 Office Productivity,Microsoft,Excel Dashboard. 
 Create Interactive Excel Dashboards that will wow your boss and colleagues.
Be able to build Dashboards that are quick and easy to update, in fact they can update themselves (imagine being able to confidently say that in an interview), at the click of a button if you set them up right (I show you how).
Know which chart to choose for your data.. 
 "
5206992,"Become an AI-Powered Engineer: ChatGPT, Github Copilot",/course/become-an-ai-powered-engineer-chatgpt-github-copilot/,False,Free,False,"Take the comprehensive course on ChatGPT, GitHub Copilot, and Copilot Labs to learn how to write code 2x faster.",English,"Become an AI-Powered Engineer: ChatGPT, Github Copilot",4.6,"Development,Software Development Tools,ChatGPT","Overview of AI tools for developers and their impact on software development
Introduction to ChatGPT, a language model developed by OpenAI for code completion and generation
Integration of ChatGPT with popular IDEs and text editors
Hands-on exercises and projects to practice using ChatGPT to generate code snippets and complete code blocks
Introduction to GitHub Copilot, an AI-powered code assistant that suggests code as developers type
Setup and configuration of GitHub Copilot with popular programming languages
Practical applications of GitHub Copilot in software development
Introduction to Copilot Labs, an open-source initiative that creates powerful AI tools for developers
Contributions to Copilot Labs and use of the tools developed by the community
Hands-on exercises and projects to practice using AI tools to streamline the development workflow
Understanding of how AI works and its impact on software development
Knowledge and skills to increase productivity, build innovative applications, and further career in software development",,"Become an AI-Powered Engineer: ChatGPT, Github Copilot. 
 Take the comprehensive course on ChatGPT, GitHub Copilot, and Copilot Labs to learn how to write code 2x faster.. 
 Development,Software Development Tools,ChatGPT. 
 Overview of AI tools for developers and their impact on software development
Introduction to ChatGPT, a language model developed by OpenAI for code completion and generation
Integration of ChatGPT with popular IDEs and text editors
Hands-on exercises and projects to practice using ChatGPT to generate code snippets and complete code blocks
Introduction to GitHub Copilot, an AI-powered code assistant that suggests code as developers type
Setup and configuration of GitHub Copilot with popular programming languages
Practical applications of GitHub Copilot in software development
Introduction to Copilot Labs, an open-source initiative that creates powerful AI tools for developers
Contributions to Copilot Labs and use of the tools developed by the community
Hands-on exercises and projects to practice using AI tools to streamline the development workflow
Understanding of how AI works and its impact on software development
Knowledge and skills to increase productivity, build innovative applications, and further career in software development. 
 "
217000,Learn to Program in Javascript: Beginner to Pro,/course/programming-in-javascript/,False,Free,False,"Don't just be a good programmer, become a great one, because that is what matters.",English,Learn to Program in Javascript: Beginner to Pro,4.5,"Development,Programming Languages,JavaScript","understand object orientation in javascript
write functional programs in javascript
know some pitfalls and how to avoid them
write rich internet applications (AJAX style)",,"Learn to Program in Javascript: Beginner to Pro. 
 Don't just be a good programmer, become a great one, because that is what matters.. 
 Development,Programming Languages,JavaScript. 
 understand object orientation in javascript
write functional programs in javascript
know some pitfalls and how to avoid them
write rich internet applications (AJAX style). 
 "
