id,title,url,is_paid,price,is_practice_test_course,headline,language,name_from_site,rating,category,what_u_learn,description
1366284,"Intro to Chi Energy [Prana, Ki, Lightwork, Reiki, Lovelight]",/course/learn-introduction-chi-energy-prana-ki-lightwork-reiki-lovelight/,False,Free,False,A Solid Foundation for Your Energy Practice,English,"Intro to Chi Energy [Prana, Ki, Lightwork, Reiki, Lovelight]",4.9,"Health & Fitness,Yoga,Energy Healing","Feel your chi, the lifeforce energy within you
Move chi around the body
Learn to ground","Before you can travel through time, heal yourself and others, and quickly manifest reality, you need to feel the energy fields inside and all around of you. You can feel and use them through love. You can learn to manipulate these energy fields to as much as you wish to, but for now, just focus on feeling the energy all around you, inside of you, and connecting you to all.
This course is designed to take the beginner or journeyman to the next level by giving you simple exercises to feel your chi. This introductory course has at its core personal experience, your experience of chi. This gives you a new dialogue to open up with your body.  I hope to catalyze this for you by creating a space (albeit virtual) for you to open your mind and look into your body.
Whatever your goals for your chi practice, it is good to seek out as many sources of information as you can. I (The author) have no certifications or other qualifications other than a decade of having fun with chi. Other teachers have a different upbringing in these disciplines that may be more in tune with your learning. Seek as many teachers, books, and resources as you can, focusing on the teachings that resonate with you. Please check out Mantak Chia and his instructions for safe chi practice. "
1291424,Outline A Best-Selling Novel In 5 Simple Steps,/course/outline-a-best-selling-novel-in-5-simple-steps/,False,Free,False,A well-structured story keeps your readers on the edge of their seats and turning your thrilling pages,English,Outline A Best-Selling Novel In 5 Simple Steps,4.6,"Personal Development,Creativity,Novel Writing","create unforgettable characters their readers will love
form a list of genre conventions they must include in their stories to ensure maximum reader enjoyment and engagement
structure a story like a Hollywood blockbuster
outline their story in record-breaking time, and maximum efficiency",
5202638,x86 Assembly Language - Subroutine Management,/course/master-x86-assembly-language-from-zero-to-hero/,False,Free,False,Working with Subroutines from Scratch,English,x86 Assembly Language - Subroutine Management,4.5,"Development,Software Engineering,Assembly Language","Learn advanced instructions of x86 Assembly Language
Master working with subroutines in x86 assembly code
To demonstrate knowledge and capacity to work with x86 structures
Acquire proficient Machine Language knowledge
Get fast and friendly support in the Q&A area",
555332,SSL/TLS Protocol and Handshake Process,/course/ssltls_handshake/,False,Free,False,Demystifying SSL/TLS protocol Handshake process,English,SSL/TLS Protocol and Handshake Process,4.6,"IT & Software,Network & Security,Information Security","""Learn here, Apply anywhere"", here we are learning pure concepts, free from any vendor specific device and feature. So, concepts learned here can be applied across all vendor devices and implementation.
""Build or Master a Skillset"", since Information Security is one of the always in-demand and fastest trending domain in IT industry.
""Master the most misunderstood"", Information Security is one of the most misunderstood in industry. Learning about IT Security pain-points, vulnerabilities and practices always help in analyzing and testing associated fields.
Learn Information Security Basic Concepts
About SSL/TLS protocol and its detailed Handshake process",
1288400,Infinite Scroll Project AJAX MySQL API PHP jQuery,/course/ajax-project/,False,Free,False,Explore how to create a web application that sends requests to the server for additional data as users scroll the page,English,Infinite Scroll Project AJAX MySQL API PHP jQuery,4.5,"Development,Web Development,API","connecting to an API
setting up a PHP database API
using AJAX to pull JSON data from the backend
getting MySQL data into a web application",
3814672,Machine Learning Linear Regression Case Study,/course/machine-learning-linear-regression-case-study/,False,Free,False,Predicting Boston house price with Linear Regression using scikit-learn !!,English,Machine Learning Linear Regression Case Study,4.5,"Development,Data Science,Machine Learning","Introduction to Machine Learning and linear regression from scratch
Predicting Boston house price with Regression !!",
2760528,Pandas with Python,/course/pandas-with-python/,False,Free,False,Analyze data quickly and easily with Python's powerful pandas library,English,Pandas with Python,4.1,"IT & Software,IT Certifications,Pandas","Perform a multitude of data operations in Python's popular ""pandas"" library including grouping, pivoting, joining and more!
Possess a strong understanding of manipulating 1D, 2D, and 3D data sets
Learn hundreds of methods and attributes across numerous pandas objects
Resolve common issues in broken or incomplete data sets",
5504918,Machine Learning Project: Build the Image Captioning Bot,/course/build-multiple-machine-learning-projects/,False,Free,False,Unleashing Visual Narratives: The Machine Learning-Powered Image Caption Bot Project,English,Machine Learning Project: Build the Image Captioning Bot,5.0,"Development,Data Science,Data Science","Understanding how to create machine learning projects
Implement Machine Learning Algorithms
Learn best practices for real-world data sets
Understand data analysis process",
5374888,Shopify Basics: The Quick Intro To Shopify For Newbies,/course/shopify-basics-the-quick-intro-to-shopify-for-newbies/,False,Free,False,Learn the basics of Shopify with this quick course indented for eCommerce newbies. UPDATED JUNE 2023,English,Shopify Basics: The Quick Intro To Shopify For Newbies,4.5,"Marketing,Product Marketing,Shopify","Learn the basics of Shopify and how to get started
How Themes work on Shopify websites
The Shopify Dashboard + Best Practices
Control when you work for yourself, you have the freedom to make your own decisions about how you want to do your work, what projects you want to take on
Potential For Higher Income: Depending on your industry and the success of your business, you may be able to earn more money by working for yourself",
1298304,Launch a Product on Amazon FBA - Case Study,/course/million-dollar-case-study/,False,Free,False,Transparent Collaborative Product Launch and the Journey to a Million in Sales,English,Launch a Product on Amazon FBA - Case Study,4.9,"Business,E-Commerce,Amazon FBA","Sell On Amazon
Source A Private Label Product
Amazon FBA
Earn Passive Income",
1548106,"Cisco VPNs with GNS3 Labs: Practical GRE, IPSec, DMVPN labs",/course/cisco-vpns-with-gns3-labs-practical-gre-ipsec-dmvpn-labs/,False,Free,False,"Practice Cisco VPN configurations with GNS3 labs. Study for your CCNA, CCNP or CCIE exams with downloadable GNS3 labs.",English,"Cisco VPNs with GNS3 Labs: Practical GRE, IPSec, DMVPN labs",4.9,"IT & Software,IT Certifications,Cisco","Configure GRE Tunnels
Configure IPsec Tunnels
Configure DMVPN Tunnels",
3687770,FREE Complete Beginner Course: Technical Support Overview,/course/free-complete-beginner-course-technical-support-overview/,False,Free,False,"Overview of DNS, DHCP, Client/Server Architecture, Remote Tools, TCP/UDP, OSI Model, and more.",English,FREE Complete Beginner Course: Technical Support Overview,4.1,"IT & Software,Other IT & Software,IT / Technical Support","Student will learn overview of OSI model
Learn skills, experience and personality of the Technical Support Role
Best practices for opening, updating and closing tickets.",
3070080,How to Let Go of Anxious Thoughts and Worries,/course/how-to-let-go-of-anxious-thoughts/,False,Free,False,Using the science of Acceptance and Commitment Therapy (ACT) to change how we interact with our anxious thoughts,English,How to Let Go of Anxious Thoughts and Worries,4.4,"Personal Development,Personal Transformation,Anxiety Management","Two myths about thoughts that keep you stuck
How to identify problematic patterns and break them
Specific steps to take back control of your mind and life",
